Incidence, US by County, All Races, Breast (Female), 2013 - 2017
Area,County FIPS,"Age-Adjusted Rate per 100,000",Lower CI,Upper CI,Count
"Lake, Oregon","41037","142.9","98.6","202.9","40"
"Lake, Illinois","17097","142.8","137.5","148.3","2905"
"Winkler, Texas","48495","142.8","93.9","208.1","28"
"Cerro Gordo, Iowa","19033","142.8","123.5","164.5","230"
"Mitchell, Georgia","13205","142.8","115.3","175.2","101"
"Grafton, New Hampshire","33009","142.7","128.9","157.6","444"
"Wicomico, Maryland","24045","142.6","128.9","157.3","435"
"Middlesex, Massachusetts","25017","142.6","139.2","146.2","6867"
"Brunswick, Virginia","51025","142.6","110.7","181.7","79"
"Bath, Virginia","51017","142.5","90.5","220.4","26"
"Kankakee, Illinois","17091","142.5","129.6","156.4","477"
"Columbia, Wisconsin","55021","142.4","124.7","162.0","255"
"Franklin, Georgia","13119","142.4","115.2","174.5","105"
"Orleans, Vermont","50019","142.3","117.3","171.3","133"
"Staunton, Virginia","51790","142.2","117.6","170.8","133"
"DuPage, Illinois","17043","142.2","137.7","146.8","4053"
"Morgan, Indiana","18109","142.2","126.4","159.6","311"
"Mason, Washington","53045","142.2","126.3","159.9","332"
"St. Charles, Missouri","29183","142.1","135.1","149.4","1613"
"Marion, Iowa","19125","142.1","119.2","168.4","149"
"Peoria, Illinois","17143","142.1","132.0","152.7","806"
"Chittenden, Vermont","50007","142.1","131.1","153.8","665"
"Lunenburg, Virginia","51111","142.1","105.5","188.5","62"
"Clay, Missouri","29047","142.0","133.1","151.5","968"
"Isle of Wight, Virginia","51093","142.0","120.9","166.1","180"
"Knox, Indiana","18083","141.9","121.1","165.4","181"
"Estill, Kentucky","21065","141.9","109.2","182.0","70"
"Baltimore, Maryland","24005","141.9","137.3","146.6","3849"
"Mercer, New Jersey","34021","141.9","134.8","149.3","1582"
"Oscoda, Michigan","26135","141.8","92.7","208.0","37"
"Benton, Oregon","41003","141.8","126.5","158.6","344"
"Kent, Maryland","24029","141.8","113.0","176.5","111"
"Jefferson, Illinois","17081","141.8","120.6","165.9","177"
"Winchester, Virginia","51840","141.8","116.3","171.3","115"
"Somerset, Maryland","24039","141.7","113.6","174.9","101"
"Delaware, Pennsylvania","42045","141.7","136.0","147.5","2550"
"Sandusky, Ohio","39143","141.7","125.2","159.9","291"
"Marion, Alabama","1093","141.7","118.6","168.3","151"
"Poquoson, Virginia","51735","141.7","107.5","184.7","62"
"McDonough, Illinois","17109","141.7","116.4","171.1","123"
"Hillsborough, New Hampshire","33011","141.6","134.9","148.5","1808"
"Butler, Alabama","1013","141.6","113.4","175.0","97"
"Teton, Idaho","16081","141.6","97.2","199.3","36"
"Wells, North Dakota","38103","141.6","84.2","229.7","24"
"Fulton, Illinois","17057","141.5","119.3","166.8","167"
"Newton, Georgia","13217","141.5","128.0","156.0","418"
"Centre, Pennsylvania","42027","141.4","129.6","154.1","565"
"Minnehaha, South Dakota","46099","141.3","130.6","152.7","686"
"Cobb, Georgia","13067","141.3","136.1","146.7","2864"
"Meriwether, Georgia","13199","141.3","113.5","174.2","104"
"Niagara, New York","36063","141.3","132.4","150.7","1033"
"Otoe, Nebraska","31131","141.3","107.6","182.3","70"
"King, Washington","53033","141.3","138.2","144.4","8338"
"Merrick, Nebraska","31121","141.1","97.3","199.3","37"
"Allegheny, Pennsylvania","42003","141.1","137.3","145.0","5905"
"Kootenai, Idaho","16055","141.0","130.1","152.5","682"
"Teton, Wyoming","56039","141.0","112.0","175.4","86"
"Nelson, Virginia","51125","141.0","110.4","178.8","91"
"Camden, New Jersey","34007","141.0","135.1","147.2","2248"
"Placer, California","6061","141.0","134.4","147.9","1815"
"New York, New York","36061","140.9","137.5","144.4","6991"
"Oakland, Michigan","26125","140.9","137.1","144.7","5687"
"Bucks, Pennsylvania","42017","140.9","135.7","146.3","3014"
"Northampton, North Carolina","37131","140.8","112.5","174.6","107"
"Bergen, New Jersey","34003","140.8","136.5","145.2","4324"
"Bibb, Alabama","1007","140.7","112.7","173.9","93"
"Runnels, Texas","48399","140.7","103.2","188.8","51"
"Huron, Ohio","39077","140.7","123.0","160.2","248"
"Clinton, Missouri","29049","140.7","113.2","173.4","98"
"Loudon, Tennessee","47105","140.6","123.3","159.9","288"
"Kitsap, Washington","53035","140.6","132.1","149.4","1151"
"De Witt, Illinois","17039","140.6","109.6","178.2","77"
"Fall River, South Dakota","46047","140.5","94.2","204.7","38"
"Perry, Kentucky","21193","140.5","116.1","168.8","123"
"Arenac, Michigan","26011","140.4","108.0","180.5","79"
"New Castle, Delaware","10003","140.4","134.6","146.3","2362"
"Douglas, Nebraska","31055","140.3","134.1","146.6","2062"
"Tift, Georgia","13277","140.3","119.3","164.1","167"
"Sullivan, Pennsylvania","42113","140.2","94.6","206.7","39"
"Sanders, Montana","30089","140.2","106.2","184.1","69"
"Howard, Maryland","24027","140.2","132.5","148.3","1295"
"Iowa, Wisconsin","55049","140.2","113.7","171.4","106"
"Hamilton, New York","36041","140.2","92.0","215.2","32"
"Clinton, Iowa","19045","140.1","121.7","160.6","231"
"Plymouth, Massachusetts","25023","140.1","134.3","146.1","2408"
"Fairfax, Virginia","51600","140.1","113.0","171.9","98"
"Watauga, North Carolina","37189","140.1","120.0","162.7","197"
"Snohomish, Washington","53061","140.1","135.1","145.3","3090"
"Black Hawk, Iowa","19013","140.0","127.7","153.1","534"
"Dutchess, New York","36027","140.0","132.3","148.1","1326"
"Orange, New York","36071","139.8","132.6","147.3","1470"
"Hamlin, South Dakota","46057","139.8","86.5","214.0","24"
"Pamlico, North Carolina","37137","139.7","105.1","183.9","75"
"Newberry, South Carolina","45071","139.7","119.4","162.7","185"
"Barnes, North Dakota","38003","139.7","100.6","189.7","50"
"Orange, Virginia","51137","139.7","118.8","163.4","178"
"Livingston, New York","36051","139.7","122.9","158.3","279"
"Halifax, Virginia","51083","139.7","117.8","164.8","177"
"Franklin, Nebraska","31061","139.7","83.6","232.2","22"
"Grundy, Tennessee","47061","139.6","106.7","180.5","68"
"Hamilton, Ohio","39061","139.6","134.9","144.6","3463"
"Westmoreland, Pennsylvania","42129","139.6","132.9","146.5","1908"
"Bristol, Rhode Island","44001","139.6","121.8","159.5","243"
"Genesee, New York","36037","139.6","123.0","157.9","277"
"Uinta, Wyoming","56041","139.5","107.9","177.5","74"
"Marion, Arkansas","5089","139.5","108.3","177.8","96"
"Goochland, Virginia","51075","139.5","113.7","170.3","114"
"Delaware, Ohio","39041","139.5","129.7","150.0","767"
"Huntington, Indiana","18069","139.4","118.0","163.7","163"
"Alachua, Florida","12001","139.4","130.2","149.0","941"
"Howard, Iowa","19089","139.4","96.1","195.9","39"
"District of Columbia, District of Columbia","11001","139.4","133.8","145.2","2446"
"Gallatin, Montana","30031","139.3","124.3","155.6","338"
"Alfalfa, Oklahoma","40003","139.3","88.9","212.2","26"
"Franklin, Virginia","51620","139.2","96.4","195.0","39"
"New Hanover, North Carolina","37129","139.2","130.2","148.6","966"
"Mitchell, North Carolina","37121","139.0","107.1","178.4","78"
"Adams, Illinois","17001","139.0","123.1","156.5","313"
"Webster, Mississippi","28155","139.0","100.6","188.3","46"
"Onondaga, New York","36067","139.0","132.8","145.3","2088"
"Calhoun, Georgia","13037","139.0","88.0","211.6","25"
"Ada, Idaho","16001","139.0","132.2","146.0","1669"
"Josephine, Oregon","41033","139.0","125.8","153.4","495"
"Whiteside, Illinois","17195","138.9","121.8","157.8","266"
"Litchfield, Connecticut","9005","138.9","129.5","148.9","917"
"Oconto, Wisconsin","55083","138.8","117.9","162.8","172"
"Roanoke, Virginia","51161","138.8","125.8","152.8","475"
"Pierce, Washington","53053","138.7","133.9","143.6","3318"
"Grundy, Iowa","19075","138.7","105.4","180.4","66"
"Knox, Illinois","17095","138.7","120.6","158.8","249"
"Mecklenburg, North Carolina","37119","138.6","134.1","143.2","3769"
"Oconee, Georgia","13219","138.6","117.0","163.3","152"
"Kodiak Island, Alaska","2150","138.6","98.7","189.3","44"
"Franklin, Missouri","29071","138.6","125.6","152.7","450"
"Pickens, Georgia","13227","138.6","116.1","164.6","152"
"McCook, South Dakota","46087","138.6","85.2","214.1","23"
"Tulsa, Oklahoma","40143","138.5","133.0","144.2","2514"
"Boyle, Kentucky","21021","138.4","114.7","165.8","136"
"Harris, Georgia","13145","138.4","116.2","164.1","152"
"Ohio, West Virginia","54069","138.4","119.2","159.9","218"
"Caddo, Oklahoma","40015","138.4","113.8","166.8","121"
"Screven, Georgia","13251","138.4","106.1","178.3","68"
"Lanier, Georgia","13173","138.3","98.2","190.0","40"
"Gloucester, Virginia","51073","138.3","117.9","161.4","181"
"Jefferson, Louisiana","22051","138.3","132.0","144.9","1941"
"Essex, Massachusetts","25009","138.3","133.6","143.2","3499"
"Leelanau, Michigan","26089","138.2","109.1","173.2","116"
"Monroe, Alabama","1099","138.2","110.7","170.7","99"
"Grant, Wisconsin","55043","138.2","118.8","159.9","206"
"McCormick, South Carolina","45065","138.2","100.0","190.5","62"
"Saratoga, New York","36091","138.1","129.6","147.1","1039"
"Floyd, Indiana","18043","138.1","123.3","154.3","337"
"San Mateo, California","6081","138.1","133.3","143.1","3269"
"Flathead, Montana","30029","138.1","125.0","152.3","452"
"Milwaukee, Wisconsin","55079","138.1","133.5","142.7","3654"
"Henrico, Virginia","51087","138.1","130.8","145.7","1401"
"Will, Illinois","17197","138.0","132.7","143.5","2609"
"Taylor, Kentucky","21217","137.9","113.3","166.7","119"
"Lemhi, Idaho","16059","137.9","97.9","192.5","49"
"Union, North Carolina","37179","137.9","128.7","147.7","851"
"Polk, Texas","48373","137.8","118.7","159.3","218"
"Dallas, Alabama","1047","137.7","117.6","160.4","183"
"Floyd, Kentucky","21071","137.7","117.0","161.3","170"
"New Haven, Connecticut","9009","137.7","133.2","142.3","3857"
"Forsyth, North Carolina","37067","137.7","130.9","144.8","1600"
"Pickens, South Carolina","45077","137.7","125.4","150.9","497"
"McHenry, Illinois","17111","137.7","130.0","145.8","1252"
"McLean, Kentucky","21149","137.6","98.7","187.9","44"
"La Crosse, Wisconsin","55063","137.6","125.0","151.3","474"
"Lenoir, North Carolina","37107","137.5","121.2","155.6","289"
"Rockcastle, Kentucky","21203","137.4","106.7","174.6","73"
"Essex, New Jersey","34013","137.4","132.6","142.3","3203"
"Shelby, Indiana","18145","137.4","118.3","158.9","197"
"Deschutes, Oregon","41017","137.4","127.8","147.7","825"
"Richland, North Dakota","38077","137.3","105.0","176.7","68"
"Thurston, Washington","53067","137.2","129.3","145.6","1202"
"Walthall, Mississippi","28147","137.2","105.2","176.3","69"
"Furnas, Nebraska","31065","137.2","83.8","215.3","26"
"Johnson, Missouri","29101","137.2","117.0","159.9","174"
"Cabell, West Virginia","54011","137.1","123.7","151.6","428"
"Oldham, Kentucky","21185","137.1","119.7","156.4","238"
"Appomattox, Virginia","51011","137.1","106.6","174.3","76"
