Demographics, US by County, Population, Asian/Pacific Islander (Both Sexes - 2014 to 2018), 2014 - 2018
Area,County FIPS,Percent
"Walla Walla, Washington","53071","1.8"
"Treasure, Montana","30103","1.8"
"Berkshire, Massachusetts","25003","1.8"
"Douglas, Nevada","32005","1.8"
"Lake, South Dakota","46079","1.8"
"Inyo, California","6027","1.8"
"Colusa, California","6011","1.8"
"Nicollet, Minnesota","27103","1.8"
"Cass, Indiana","18017","1.8"
"Lexington, South Carolina","45063","1.8"
"Lucas, Ohio","39095","1.8"
"Washington, Texas","48477","1.8"
"Hudspeth, Texas","48229","1.8"
"McIntosh, Georgia","13191","1.8"
"Lafayette, Louisiana","22055","1.8"
"Volusia, Florida","12127","1.8"
"Pitt, North Carolina","37147","1.8"
"Blanco, Texas","48031","1.8"
"Carroll, Maryland","24013","1.8"
"Dade, Georgia","13083","1.8"
"Pasquotank, North Carolina","37139","1.8"
"Prince of Wales-Outer Ketchikan, Alaska","2201","1.8"
"Missoula, Montana","30063","1.7"
"Otero, New Mexico","35035","1.7"
"St. Tammany, Louisiana","22103","1.7"
"Daviess, Kentucky","21059","1.7"
"Sarasota, Florida","12115","1.7"
"Randall, Texas","48381","1.7"
"Cowley, Kansas","20035","1.7"
"Bulloch, Georgia","13031","1.7"
"McLennan, Texas","48309","1.7"
"Hall, Georgia","13139","1.7"
"Hanover, Virginia","51085","1.7"
"Childress, Texas","48075","1.7"
"Gregory, South Dakota","46053","1.7"
"Lake, Colorado","8065","1.7"
"Imperial, California","6025","1.7"
"Franklin, Massachusetts","25011","1.7"
"Fergus, Montana","30027","1.7"
"Yamhill, Oregon","41071","1.7"
"Mariposa, California","6043","1.7"
"Isabella, Michigan","26073","1.7"
"Summit, Utah","49043","1.7"
"Erie, Pennsylvania","42049","1.7"
"Citrus, Florida","12017","1.7"
"Moore, Tennessee","47127","1.7"
"Grand, Colorado","8049","1.7"
"Union, Pennsylvania","42119","1.7"
"Wood, Ohio","39173","1.7"
"Navarro, Texas","48349","1.7"
"Brewster, Texas","48043","1.7"
"Wayne, Utah","49055","1.7"
"Polk, Florida","12105","1.7"
"Reeves, Texas","48389","1.6"
"Jackson, Oregon","41029","1.6"
"Alamance, North Carolina","37001","1.6"
"Tuolumne, California","6109","1.6"
"Sandoval, New Mexico","35043","1.6"
"San Juan, Washington","53055","1.6"
"Dubuque, Iowa","19061","1.6"
"Washington, Utah","49053","1.6"
"Lincoln, Louisiana","22061","1.6"
"Matanuska-Susitna, Alaska","2170","1.6"
"Gaston, North Carolina","37071","1.6"
"Miami-Dade, Florida","12086","1.6"
"Floyd, Georgia","13115","1.6"
"Calloway, Kentucky","21035","1.6"
"York, Pennsylvania","42133","1.6"
"Wilson, Tennessee","47189","1.6"
"Hardy, West Virginia","54031","1.6"
"Modoc, California","6049","1.6"
"Tuscaloosa, Alabama","1125","1.6"
"Radford, Virginia","51750","1.6"
"Chemung, New York","36015","1.6"
"Washington, Tennessee","47179","1.6"
"Long, Georgia","13183","1.6"
"Jefferson, Alabama","1073","1.6"
"Sullivan, New York","36105","1.6"
"Weld, Colorado","8123","1.6"
"Marion, Florida","12083","1.6"
"Delaware, Indiana","18035","1.6"
"Pocahontas, Iowa","19151","1.6"
"Chatham, North Carolina","37037","1.6"
"Barnstable, Massachusetts","25001","1.6"
"Shelby, Texas","48419","1.6"
"Clinton, Michigan","26037","1.6"
"Tehama, California","6103","1.6"
"Clallam, Washington","53009","1.6"
"Douglas, Georgia","13097","1.6"
"Lee, Florida","12071","1.6"
"Hoke, North Carolina","37093","1.6"
"Pike, Pennsylvania","42103","1.6"
"Cape Girardeau, Missouri","29031","1.6"
"Wagoner, Oklahoma","40145","1.6"
"Wapello, Iowa","19179","1.6"
"Dillingham, Alaska","2070","1.6"
"Floyd, Iowa","19067","1.6"
"Wahkiakum, Washington","53069","1.6"
"Jackson, Georgia","13157","1.6"
"Shawnee, Kansas","20177","1.5"
"Woodruff, Arkansas","5147","1.5"
"Whitfield, Georgia","13313","1.5"
"Hood River, Oregon","41027","1.5"
"Cowlitz, Washington","53015","1.5"
"Hall, Nebraska","31079","1.5"
"Portsmouth, Virginia","51740","1.5"
